Anime ID,Title,Score,Popularity,Members,Genres,Studios,Year,Season
51105,NieR:Automata Ver1.1a,7.53,827,312934,"Action, Fantasy, Sci-Fi",A-1 Pictures,2023,winter
53411,Buddy Daddies,8.11,832,311723,"Action, Comedy",P.A. Works,2023,winter
50197,"Ijiranaide, Nagatoro-san 2nd Attack",7.46,849,307205,"Comedy, Romance",OLM,2023,winter
53446,Tondemo Skill de Isekai Hourou Meshi,7.65,947,271483,"Adventure, Comedy, Fantasy, Gourmet",MAPPA,2023,winter
53111,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV: Shin Shou - Yakusai-hen,8.25,1009,257352,"Action, Adventure, Fantasy",J.C.Staff,2023,winter
41514,Itai no wa Iya nanode Bougyoryoku ni Kyokufuri Shitai to Omoimasu. 2,7.21,1028,252119,"Action, Adventure, Comedy, Fantasy",SILVER LINK.,2023,winter
51462,Isekai Nonbiri Nouka,7.55,1047,245668,"Fantasy, Slice of Life",Zero-G,2023,winter
50932,Saikyou Onmyouji no Isekai Tenseiki,7.12,1063,242757,"Action, Adventure, Fantasy",Studio Blanc.,2023,winter
52173,Koori Zokusei Danshi to Cool na Douryou Joshi,7.32,1118,232585,"Comedy, Fantasy, Romance","Zero-G, Liber",2023,winter
51815,Kubo-san wa Mob wo Yurusanai,7.55,1144,226686,"Comedy, Romance",PINE JAM,2023,winter
52736,Tensei Oujo to Tensai Reijou no Mahou Kakumei,7.47,1236,208111,"Fantasy, Girls Love",Diomedéa,2023,winter
52093,Trigun Stampede,7.83,1245,206513,"Action, Adventure, Sci-Fi",Orange,2023,winter
50854,"Benriya Saitou-san, Isekai ni Iku",7.39,1292,197542,"Adventure, Comedy, Fantasy",C2C,2023,winter
51711,Hyouken no Majutsushi ga Sekai wo Suberu,6.35,1341,190222,"Action, Fantasy",Cloud Hearts,2023,winter
49612,Ningen Fushin no Boukensha-tachi ga Sekai wo Sukuu you desu,6.33,1367,187729,"Action, Adventure, Fantasy",Geek Toys,2023,winter
44204,Kyokou Suiri Season 2,7.36,1457,172724,"Mystery, Romance, Supernatural",Brain's Base,2023,winter
51678,Oniichan wa Oshimai!,7.65,1509,167296,Comedy,Studio Bind,2023,winter
52446,Kaiko sareta Ankoku Heishi (30-dai) no Slow na Second Life,7.01,1515,166804,"Comedy, Fantasy",Encourage Films,2023,winter
51019,Kimetsu no Yaiba: Katanakaji no Sato-hen,8.19,187,956762,"Action, Supernatural",ufotable,2023,spring
52034,[Oshi no Ko],8.59,199,921987,"Award Winning, Drama",Doga Kobo,2023,spring
46569,Jigokuraku,8.09,259,793876,"Action, Adventure, Supernatural",MAPPA,2023,spring
52211,Mashle,7.62,328,674557,"Action, Comedy, Fantasy",A-1 Pictures,2023,spring
53393,Tengoku Daimakyou,8.21,428,552020,"Adventure, Mystery, Sci-Fi",Production I.G,2023,spring
48549,Dr. Stone: New World,8.15,454,521785,"Adventure, Comedy, Sci-Fi",TMS Entertainment,2023,spring
53126,Yamada-kun to Lv999 no Koi wo Suru,7.78,508,471224,Romance,Madhouse,2023,spring
52578,Boku no Kokoro no Yabai Yatsu,8.23,683,369196,"Comedy, Romance",Shin-Ei Animation,2023,spring
51958,Kono Subarashii Sekai ni Bakuen wo!,7.5,715,355826,"Comedy, Fantasy",Drive,2023,spring
52830,"Isekai de Cheat Skill wo Te ni Shita Ore wa, Genjitsu Sekai wo mo Musou Suru: Level Up wa Jinsei wo Kaeta",6.34,745,341588,"Action, Adventure, Fantasy",Millepensee,2023,spring
50416,Skip to Loafer,8.12,870,302442,Drama,P.A. Works,2023,spring
50307,Tonikaku Kawaii 2nd Season,7.61,967,267996,"Comedy, Romance",Seven Arcs,2023,spring
53613,Dead Mount Death Play,7.27,1003,259488,"Action, Fantasy",Geek Toys,2023,spring
48585,Black Clover: Mahou Tei no Ken,7.99,1067,242291,"Action, Comedy, Fantasy",Pierrot,2023,spring
50796,Kimi wa Houkago Insomnia,8.07,1077,240373,Romance,LIDENFILMS,2023,spring
51693,Kaminaki Sekai no Kamisama Katsudou,6.7,1220,211550,"Action, Comedy, Fantasy",Studio Palette,2023,spring
52955,Mahoutsukai no Yome Season 2,7.76,1282,198927,"Drama, Fantasy, Romance",Studio Kafka,2023,spring
52608,Tensei Kizoku no Isekai Boukenroku: Jichou wo Shiranai Kamigami no Shito,6.68,1300,196345,"Action, Fantasy, Romance","Magic Bus, EMT Squared",2023,spring
50220,Isekai Shoukan wa Nidome desu,5.67,1460,171970,"Adventure, Comedy, Fantasy, Romance",Studio Elle,2023,spring
52308,Kanojo ga Koushaku-tei ni Itta Riyuu,7.53,1500,168561,"Fantasy, Romance",Typhoon Graphics,2023,spring
51705,Otonari ni Ginga,7.15,1558,160987,"Romance, Supernatural",Asahi Production,2023,spring
51632,Isekai wa Smartphone to Tomo ni. 2,6.42,1597,155839,"Adventure, Comedy, Fantasy, Romance",J.C.Staff,2023,spring
52657,Ousama Ranking: Yuuki no Takarabako,7.34,1652,149089,"Adventure, Fantasy",Wit Studio,2023,spring
52973,Megami no Café Terrace,7.31,1693,143935,"Comedy, Romance, Ecchi",Tezuka Productions,2023,spring
53129,Seishun Buta Yarou wa Odekake Sister no Yume wo Minai,7.76,1699,143574,"Drama, Romance, Supernatural",CloverWorks,2023,spring
51009,Jujutsu Kaisen 2nd Season,8.76,138,1143323,"Action, Supernatural",MAPPA,2023,summer
51179,Mushoku Tensei II: Isekai Ittara Honki Dasu,8.23,346,654427,"Adventure, Drama, Fantasy, Ecchi",Studio Bind,2023,summer
54112,Zom 100: Zombie ni Naru made ni Shitai 100 no Koto,7.75,382,606708,"Action, Comedy, Horror, Suspense",BUG FILMS,2023,summer
54856,Horimiya: Piece,8.15,664,377554,Romance,CloverWorks,2023,summer
53998,Bleach: Sennen Kessen-hen - Ketsubetsu-tan,8.7,753,340042,"Action, Adventure, Supernatural",Pierrot,2023,summer
51552,Watashi no Shiawase na Kekkon,7.73,780,330387,"Drama, Fantasy, Romance",Kinema Citrus,2023,summer
51498,Masamune-kun no Revenge R,7.23,1135,228890,"Comedy, Romance",SILVER LINK.,2023,summer
54898,Bungou Stray Dogs 5th Season,8.63,1189,218001,"Action, Mystery",Bones,2023,summer
54234,Suki na Ko ga Megane wo Wasureta,7.14,1208,214074,"Comedy, Romance",GoHands,2023,summer
55818,Mushoku Tensei II: Isekai Ittara Honki Dasu - Shugo Jutsushi Fitz,7.53,1225,210503,"Adventure, Drama, Fantasy, Ecchi",Studio Bind,2023,summer
53050,"Kanojo, Okarishimasu 3rd Season",7.03,1322,193362,"Comedy, Romance",TMS Entertainment,2023,summer
53632,Yumemiru Danshi wa Genjitsushugisha,6.63,1371,186769,"Comedy, Romance","Studio Gokumi, AXsiZ",2023,summer
52969,"Jitsu wa Ore, Saikyou deshita?",6.48,1385,184022,"Adventure, Fantasy",Staple Entertainment,2023,summer
50582,Nanatsu no Maken ga Shihai suru,6.56,1483,170223,"Action, Fantasy",J.C.Staff,2023,summer
54790,Undead Girl Murder Farce,7.86,1519,166168,"Fantasy, Mystery",Lapin Track,2023,summer
48633,Liar Liar,6.3,1540,163135,Suspense,Geek Toys,2023,summer
52505,Dark Gathering,7.84,1556,161099,"Horror, Supernatural",OLM,2023,summer
53200,Hataraku Maou-sama!! 2nd Season,6.67,1591,156572,"Comedy, Supernatural",Studio 3Hz,2023,summer
52619,Jidou Hanbaiki ni Umarekawatta Ore wa Meikyuu wo Samayou,6.46,1617,153297,"Comedy, Fantasy","Studio Gokumi, AXsiZ",2023,summer
49413,Shiguang Dailiren II,8.64,1749,137668,"Drama, Mystery, Suspense",LAN Studio,2023,summer
51764,Level 1 dakedo Unique Skill de Saikyou desu,6.22,1752,137150,"Adventure, Fantasy",Maho Film,2023,summer
50613,Rurouni Kenshin: Meiji Kenkaku Romantan (2023),7.62,1767,136264,"Action, Drama",LIDENFILMS,2023,summer
49894,Eiyuu Kyoushitsu,6.05,1806,132877,"Action, Fantasy, Ecchi",Actas,2023,summer
53263,"Seija Musou: Salaryman, Isekai de Ikinokoru Tame ni Ayumu Michi",7.11,1858,127885,"Adventure, Comedy, Fantasy","Yokohama Animation Laboratory, Cloud Hearts",2023,summer
53379,Uchi no Kaisha no Chiisai Senpai no Hanashi,6.9,1889,125069,"Comedy, Romance",Project No.9,2023,summer
52991,Sousou no Frieren,9.31,162,1032606,"Adventure, Drama, Fantasy",Madhouse,2023,fall
53887,Spy x Family Season 2,8.06,410,570907,"Action, Comedy","Wit Studio, CloverWorks",2023,fall
54492,Kusuriya no Hitorigoto,8.88,422,563501,"Drama, Mystery","OLM, TOHO animation STUDIO",2023,fall
40357,Tate no Yuusha no Nariagari Season 3,7.1,504,472488,"Action, Adventure, Drama, Fantasy",Kinema Citrus,2023,fall
54595,Kage no Jitsuryokusha ni Naritakute! 2nd Season,8.31,543,446079,"Action, Comedy, Fantasy",Nexus,2023,fall
47160,Goblin Slayer II,7.2,659,379103,"Action, Adventure, Fantasy",LIDENFILMS,2023,fall
52347,"Shangri-La Frontier: Kusoge Hunter, Kamige ni Idoman to su",8.08,694,361664,"Action, Adventure, Fantasy",C2C,2023,fall
55644,Dr. Stone: New World Part 2,8.32,747,340977,"Adventure, Comedy, Sci-Fi",TMS Entertainment,2023,fall
52741,Undead Unluck,7.76,857,305301,"Action, Comedy",David Production,2023,fall
54714,Kimi no Koto ga Daidaidaidaidaisuki na 100-nin no Kanojo,7.72,960,269410,"Comedy, Romance",Bibury Animation Studios,2023,fall
51297,Ragna Crimson,7.55,1109,234438,"Action, Fantasy",SILVER LINK.,2023,fall
54918,Tokyo Revengers: Tenjiku-hen,7.82,1173,222047,"Action, Drama",LIDENFILMS,2023,fall
53439,Boushoku no Berserk,6.73,1198,215826,"Action, Adventure, Fantasy",A.C.G.T.,2023,fall
54362,Hametsu no Oukoku,6.22,1247,206198,"Action, Drama, Fantasy, Sci-Fi",Yokohama Animation Laboratory,2023,fall
35737,Pluto,8.45,1257,203802,"Action, Mystery, Sci-Fi, Suspense",Studio M2,2023,fall
52990,"Keikenzumi na Kimi to, Keiken Zero na Ore ga, Otsukiai suru Hanashi.",6.75,1303,195827,Romance,ENGI,2023,fall
53888,Spy x Family Movie: Code: White,8.13,1358,188433,"Action, Comedy","Wit Studio, CloverWorks",2023,fall
50184,Seiken Gakuin no Makentsukai,6.2,1591,156471,"Action, Fantasy",Passione,2023,fall
54852,Kikansha no Mahou wa Tokubetsu desu,7.06,1636,151090,"Action, Fantasy",Arvo Animation,2023,fall
53879,Kamonohashi Ron no Kindan Suiri,7.5,1668,147213,"Comedy, Mystery",Diomedéa,2023,fall
50664,Saihate no Paladin: Tetsusabi no Yama no Ou,7.43,1823,130519,"Action, Adventure, Fantasy","OLM, Sunrise Beyond",2023,fall
54743,Dead Mount Death Play Part 2,7.45,1835,129244,"Action, Fantasy",Geek Toys,2023,fall
53833,Watashi no Oshi wa Akuyaku Reijou.,7.34,1871,127106,"Comedy, Fantasy, Girls Love",Platinum Vision,2023,fall
52934,"Konyaku Haki sareta Reijou wo Hirotta Ore ga, Ikenai Koto wo Oshiekomu",7.16,1926,121550,"Comedy, Fantasy, Romance","Zero-G, Digital Network Animation",2023,fall
54103,Hikikomari Kyuuketsuki no Monmon,7.15,1955,119203,"Comedy, Fantasy",Project No.9,2023,fall
52299,Ore dake Level Up na Ken,8.28,216,871171,"Action, Adventure, Fantasy",A-1 Pictures,2024,winter
51180,Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 3rd Season,7.96,540,446845,"Drama, Suspense",Lerche,2024,winter
52701,Dungeon Meshi,8.61,541,446617,"Adventure, Comedy, Fantasy, Gourmet",Trigger,2024,winter
55813,Mashle: Shinkakusha Kouho Senbatsu Shiken-hen,7.81,579,421500,"Action, Comedy, Fantasy",A-1 Pictures,2024,winter
49889,Tsuki ga Michibiku Isekai Douchuu 2nd Season,7.84,912,282685,"Action, Adventure, Comedy, Fantasy",J.C.Staff,2024,winter
55866,Yubisaki to Renren,8.21,921,279827,Romance,Ajia-do,2024,winter
49613,Chiyu Mahou no Machigatta Tsukaikata,7.53,994,261931,"Action, Adventure, Fantasy","Shin-Ei Animation, Studio Add",2024,winter
55690,Boku no Kokoro no Yabai Yatsu 2nd Season,8.76,1050,245710,"Comedy, Romance",Shin-Ei Animation,2024,winter
50392,Mato Seihei no Slave,6.85,1181,219845,"Action, Fantasy, Ecchi",Seven Arcs,2024,winter
56352,"Loop 7-kaime no Akuyaku Reijou wa, Moto Tekikoku de Jiyuu Kimama na Hanayome Seikatsu wo Mankitsu suru",7.51,1365,187821,Romance,"Studio Kai, HORNETS",2024,winter
53421,Dosanko Gal wa Namara Menkoi,7.03,1375,185885,"Comedy, Romance","SILVER LINK., Blade",2024,winter
56285,Ninja Kamui,6.66,1409,178578,"Action, Sci-Fi",E&H Production,2024,winter
51648,Nozomanu Fushi no Boukensha,7.43,1408,178498,"Action, Adventure, Fantasy",Connect,2024,winter
54722,Mahou Shoujo ni Akogarete,7.63,1449,173847,"Action, Comedy, Girls Love, Ecchi",Asahi Production,2024,winter
54837,Akuyaku Reijou Level 99: Watashi wa Ura-Boss desu ga Maou dewa Arimasen,7.13,1453,173259,Fantasy,Jumondo,2024,winter
52742,Haikyuu!! Movie: Gomisuteba no Kessen,8.62,1455,172937,Sports,Production I.G,2024,winter
52816,Majo to Yajuu,7.42,1549,161812,"Action, Fantasy",Yokohama Animation Laboratory,2024,winter
53889,Ao no Exorcist: Shimane Illuminati-hen,7.06,1573,159351,"Action, Supernatural",Studio VOLN,2024,winter
53730,"Sokushi Cheat ga Saikyou sugite, Isekai no Yatsura ga Marude Aite ni Naranai n desu ga.",6.37,1579,158380,"Action, Adventure, Comedy, Fantasy",Okuruto Noboru,2024,winter
50803,Jaku-Chara Tomozaki-kun 2nd Stage,7.04,1784,134686,"Drama, Romance",Project No.9,2024,winter
53488,"Shin no Nakama ja Nai to Yuusha no Party wo Oidasareta node, Henkyou de Slow Life suru Koto ni Shimashita 2nd",6.76,1805,133026,"Fantasy, Romance",Studio Flad,2024,winter
55129,Oroka na Tenshi wa Akuma to Odoru,6.91,1903,124047,"Comedy, Romance, Supernatural",Children's Playground Entertainment,2024,winter
54265,Kekkon Yubiwa Monogatari,6.07,1958,118751,"Action, Fantasy, Romance, Ecchi",Staple Entertainment,2024,winter
53590,Saijaku Tamer wa Gomi Hiroi no Tabi wo Hajimemashita.,7.56,1997,116433,"Adventure, Fantasy",Studio Massket,2024,winter
54449,Ishura,6.67,2092,108927,"Action, Adventure, Fantasy",Passione,2024,winter
55701,Kimetsu no Yaiba: Hashira Geiko-hen,8.11,391,591693,"Action, Supernatural",ufotable,2024,spring
52588,Kaijuu 8-gou,8.3,429,550843,"Action, Fantasy, Sci-Fi",Production I.G,2024,spring
49458,Kono Subarashii Sekai ni Shukufuku wo! 3,8.36,501,475329,"Adventure, Comedy, Fantasy",Drive,2024,spring
55888,Mushoku Tensei II: Isekai Ittara Honki Dasu Part 2,8.43,513,467166,"Adventure, Drama, Fantasy, Ecchi",Studio Bind,2024,spring
53580,Tensei shitara Slime Datta Ken 3rd Season,7.68,616,401261,"Action, Comedy, Fantasy",8bit,2024,spring
54789,Boku no Hero Academia 7th Season,8.07,698,361592,Action,Bones,2024,spring
54900,Wind Breaker,7.74,728,347993,Action,CloverWorks,2024,spring
51122,Ookami to Koushinryou: Merchant Meets the Wise Wolf,8.11,1139,227774,"Adventure, Drama, Romance, Supernatural",Passione,2024,spring
53516,"Tensei shitara Dainana Ouji Datta node, Kimama ni Majutsu wo Kiwamemasu",7.44,1263,202947,"Adventure, Fantasy",Tsumugi Akita Animation Lab,2024,spring
56923,Lv2 kara Cheat datta Motoyuusha Kouho no Mattari Isekai Life,6.82,1272,200514,"Adventure, Fantasy, Romance",J.C.Staff,2024,spring
48418,"Maou Gakuin no Futekigousha II: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou Part 2",6.43,1403,180497,"Action, Fantasy",SILVER LINK.,2024,spring
53434,"Maou no Ore ga Dorei Elf wo Yome ni Shitanda ga, Dou Medereba Ii?",7.29,1461,171962,"Action, Fantasy, Romance",Brain's Base,2024,spring
53770,Sentai Daishikkaku,7.32,1534,163717,"Action, Fantasy, Sci-Fi",Yostar Pictures,2024,spring
55265,"Tensei Kizoku, Kantei Skill de Nariagaru",7.17,1571,159397,"Adventure, Fantasy",studio MOTHER,2024,spring
56690,Re:Monster,6.56,1586,157282,"Action, Adventure, Fantasy",Studio Deen,2024,spring
58125,Look Back,8.67,1674,146456,Drama,Studio DURIAN,2024,spring
50713,Mahouka Koukou no Rettousei 3rd Season,7.04,1742,138602,"Action, Fantasy, Romance, Sci-Fi",8bit,2024,spring
53835,Unnamed Memory,6.73,1783,134728,"Adventure, Fantasy, Romance",ENGI,2024,spring
56230,Jiisan Baasan Wakagaeru,7.47,1811,132361,"Comedy, Romance, Supernatural",Gekkou,2024,spring
57100,The New Gate,6.44,1880,125741,"Action, Adventure, Fantasy","Yokohama Animation Laboratory, Cloud Hearts",2024,spring
53865,Yozakura-san Chi no Daisakusen,7.55,1883,125580,"Action, Comedy",SILVER LINK.,2024,spring
52196,Date A Live V,7.69,1913,123094,"Action, Fantasy, Romance, Sci-Fi",Geek Toys,2024,spring
53407,Bartender: Kami no Glass,7.38,1942,120021,"Drama, Gourmet",Liber,2024,spring
54839,Yoru no Kurage wa Oyogenai,7.77,1988,117206,Drama,Doga Kobo,2024,spring
55597,Hananoi-kun to Koi no Yamai,6.74,1992,116975,Romance,East Fish Studio,2024,spring
55791,[Oshi no Ko] 2nd Season,8.59,587,417410,Drama,Doga Kobo,2024,summer
54744,Tokidoki Bosotto Russia-go de Dereru Tonari no Alya-san,7.6,633,393519,"Comedy, Romance",Doga Kobo,2024,summer
58059,Tsue to Tsurugi no Wistoria,7.89,916,280593,"Action, Adventure, Fantasy","Actas, Bandai Namco Pictures",2024,summer
52635,Kami no Tou: Ouji no Kikan,6.69,1026,252865,"Action, Adventure, Drama, Fantasy, Mystery",The Answer Studio,2024,summer
57524,Make Heroine ga Oosugiru!,8.15,1027,252267,"Comedy, Romance",A-1 Pictures,2024,summer
58426,Shikanoko Nokonoko Koshitantan,7.02,1077,240377,Comedy,Wit Studio,2024,summer
52367,Isekai Shikkaku,7.28,1317,194273,"Adventure, Comedy, Fantasy",Atelier Pontdarc,2024,summer
57892,"Hazurewaku no ""Joutai Ijou Skill"" de Saikyou ni Natta Ore ga Subete wo Juurin suru made",6.48,1400,181342,"Action, Adventure, Fantasy",Seven Arcs,2024,summer
52481,Gimai Seikatsu,7.35,1418,176900,Romance,Studio Deen,2024,summer
54968,Giji Harem,7.85,1450,173670,"Comedy, Romance",Nomad,2024,summer
54724,Nige Jouzu no Wakagimi,7.82,1480,170694,"Adventure, Comedy",CloverWorks,2024,summer
57058,"Ore wa Subete wo ""Parry"" suru: Gyaku Kanchigai no Sekai Saikyou wa Boukensha ni Naritai",6.9,1501,168186,"Action, Adventure, Fantasy",OLM,2024,summer
54913,"Shinmai Ossan Boukensha, Saikyou Party ni Shinu hodo Kitaerarete Muteki ni Naru.",7.38,1616,153377,"Action, Adventure, Fantasy",Yumeta Company,2024,summer
49785,Fairy Tail: 100-nen Quest,7.63,1630,152040,"Action, Adventure, Fantasy",J.C.Staff,2024,summer
55848,Isekai Suicide Squad,6.45,1649,149367,"Action, Fantasy",Wit Studio,2024,summer
57876,Maougun Saikyou no Majutsushi wa Ningen datta,6.41,1847,128371,"Action, Adventure, Fantasy",Studio A-CAT,2024,summer
53802,2.5-jigen no Ririsa,7.43,1871,127053,"Comedy, Ecchi",J.C.Staff,2024,summer
56062,Naze Boku no Sekai wo Daremo Oboeteinai no ka?,6.24,1989,117000,"Action, Fantasy, Sci-Fi",Project No.9,2024,summer
57810,Shoushimin Series,7.29,2124,106188,Mystery,Lapin Track,2024,summer
56063,NieR:Automata Ver1.1a Part 2,8.04,2323,92770,"Action, Fantasy, Sci-Fi",A-1 Pictures,2024,summer
49981,"Kimi to Boku no Saigo no Senjou, Aruiwa Sekai ga Hajimaru Seisen Season II",6.67,2375,89582,"Action, Fantasy, Romance","SILVER LINK., Studio Palette",2024,summer
57217,Katsute Mahou Shoujo to Aku wa Tekitai shiteita.,7.57,2405,87646,"Comedy, Romance",Bones,2024,summer
56538,Kimi ni Todoke 3rd Season,8.51,2463,84467,"Drama, Romance",Production I.G,2024,summer
57864,Monogatari Series: Off & Monster Season,8.69,2488,83368,"Comedy, Mystery, Supernatural",Shaft,2024,summer
57380,Isekai Yururi Kikou: Kosodateshinagara Boukensha Shimasu,6.67,2611,76600,"Adventure, Fantasy, Slice of Life",EMT Squared,2024,summer
57334,Dandadan,8.56,353,645956,"Action, Comedy, Supernatural",Science SARU,2024,fall
54857,Re:Zero kara Hajimeru Isekai Seikatsu 3rd Season,8.66,713,356746,"Drama, Fantasy, Suspense",White Fox,2024,fall
54865,Blue Lock vs. U-20 Japan,7.56,1025,253646,Sports,8bit,2024,fall
40333,Uzumaki,5.79,1134,229348,"Avant Garde, Drama, Horror, Suspense","Akatsuki, Fugaku",2024,fall
56784,Bleach: Sennen Kessen-hen - Soukoku-tan,8.69,1222,211337,"Action, Adventure, Supernatural",Pierrot Films,2024,fall
57181,Ao no Hako,8.28,1238,207678,"Romance, Sports",Telecom Animation Film,2024,fall
50306,Seirei Gensouki 2,6.87,1517,166387,"Action, Adventure, Fantasy, Romance",TMS Entertainment,2024,fall
58572,"Shangri-La Frontier: Kusoge Hunter, Kamige ni Idoman to su 2nd Season",8.27,1566,160423,"Action, Adventure, Fantasy",C2C,2024,fall
57066,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka V: Houjou no Megami-hen,8.03,1577,158579,"Action, Adventure, Fantasy",J.C.Staff,2024,fall
52995,Arifureta Shokugyou de Sekai Saikyou Season 3,7.1,1586,157367,"Action, Adventure, Fantasy",asread.,2024,fall
52215,Chi. Chikyuu no Undou ni Tsuite,8.46,1734,139701,Drama,Madhouse,2024,fall
59145,Ranma ½ (2024),8.05,1980,117745,"Action, Comedy, Romance, Ecchi",MAPPA,2024,fall
56964,Raise wa Tanin ga Ii,7.19,2040,113514,Romance,Studio Deen,2024,fall
57611,Kimi wa Meido-sama.,7.08,2065,111349,"Comedy, Romance",Felix Film,2024,fall
58172,Nageki no Bourei wa Intai shitai,7.07,2071,110902,"Action, Adventure, Fantasy",Zero-G,2024,fall
58714,"Saikyou no Shienshoku ""Wajutsushi"" de Aru Ore wa Sekai Saikyou Clan wo Shitagaeru",7.63,2108,107891,"Action, Adventure, Fantasy","Felix Film, Ga-Crew",2024,fall
57891,Hitoribocchi no Isekai Kouryaku,6.58,2126,105989,"Action, Adventure, Fantasy","Passione, Hayabusa Film",2024,fall
59989,Kami no Tou: Koubou-sen,6.91,2165,103419,"Action, Adventure, Drama, Fantasy, Mystery",The Answer Studio,2024,fall
54853,Maou 2099,7.48,2171,103042,"Action, Fantasy, Sci-Fi",J.C.Staff,2024,fall
55994,Sword Art Online Alternative: Gun Gale Online II,7.16,2209,100819,Action,A-1 Pictures,2024,fall
56894,Dragon Ball Daima,7.72,2228,99078,"Action, Adventure, Comedy, Fantasy",Toei Animation,2024,fall
56228,Rekishi ni Nokoru Akujo ni Naru zo,7.33,2229,99023,"Comedy, Fantasy, Romance",Maho Film,2024,fall
55887,"Kekkon suru tte, Hontou desu ka",7.13,2277,96313,Romance,Ashi Productions,2024,fall
59131,"Tensei Kizoku, Kantei Skill de Nariagaru 2nd Season",7.48,2287,95301,"Adventure, Fantasy",studio MOTHER,2024,fall
60022,One Piece Fan Letter,9.06,2357,90439,"Action, Adventure, Fantasy",Toei Animation,2024,fall
